# Final state angular momentum:   1
# Broadening parameter (in eV):    0.200
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   39.24924925    0.04569051
   39.29929930    0.04624777
   39.34934935    0.04682740
   39.39939940    0.04746875
   39.44944945    0.04821334
   39.49949950    0.04909335
   39.54954955    0.05012419
   39.59959960    0.05130070
   39.64964965    0.05259640
   39.69969970    0.05396640
   39.74974975    0.05535394
   39.79979980    0.05669784
   39.84984985    0.05793681
   39.89989990    0.05901080
   39.94994995    0.05986402
   40.00000000    0.06045372
